Serial,ClientName,DBA,Active_on_OEMAcc
6225,NABER FORD SALES LTD.,NABER POWERSPORTS DIVISION,0
6229,ULMER CHEVROLET,,0
6230,Eagle Creek Motor Products Ltd.,,0
6231,UNITY MOTOR PRODUCTS LTD,,0
6236,POWER DODGE LTD.,,0
6237,YORKTON DODGE,,0
6245,MELVILLE CHEVROLET BUICK GMC,,0
6246,FAST TOYS FOR BOYS LTD. ,,0
6248,REDLINE CHRYSLER DODGE RAM,,0
6250,WHEAT COUNTRY MOTORS,,0
6253,WESTERN TRUCK CENTRE,,0
6254,TWO WAY SERVICE,,0
6255,ESTEVAN MOTORS LTD.,,0
6256,PINERIDGE FORD SALES LTD.,,0
6257,Legend Holdings Ltd.,DriveNation Saskatoon,0
6258,DRIVENATION REGINA A DIVISION OF FFUN MOTOR GROUP,DRIVENATION REGINA,0
6259,DRIVENATION PRINCE ALBERT A DIVISION OF FFUN MOTOR GROUP,DRIVENATION PRINCE ALBERT,0
6260,M AUTO GROUP MOOSE JAW LTD.,MURRAY GM MOOSE JAW,0
6261,HUGE RICKY HOLDINGS,LAKELAND HYUNDAI,0
6262,1980026 ALBERTA LTD,LLOYDMINSTER HYUNDAI,0
6263,Reid Motors Ltd.,Reid Motors Ltd.,0
6264,NABER LEASING & RENTALS LTD,NABER LEASING & RENTALS LTD,0
6265,Service Retention Systems,Service Retention Systems,0
6266,RIPLEY FORD,,0
6267,ANDERSON MOTORS LTD.,,0
6268,EVERGREEN NISSAN LTD.,,0
6270,SENCHUK FORD SALES LTD.,,0
6271,INDIAN HEAD CHRYSLER DODGE JEEP RAM,,0
6274,MOOSE JAW FORD SALES (2018) LTD.,,0
6275,PRAIRIE AUTO SALES (2018) LTD,,0
6276,LEGEND HOLDINGS LTD,FFUN CARS,0
6277,MERLIN FL SALES LTD.,MERLIN FORD LINCOLN,0
6278,CANADA WEST RV,,0
6279,MIDCAN,,0
6280,MEADOW LAKE CHRYSLER DODGE JEEP RAM LTD,,0
6281,BENNETT DUNLOP FORD SALES (1993) LTD.,,0
6282,BDF INVESTMENTS,,0
6283,BENNETT DUNLOP OUTLET,,0
6284,LAKELAND FORD SALES 2009 LIMITED,,0
6286,M. AUTO GROUP ESTEVAN LTD,MURRAY GM ESTEVAN,0
6287,NU LINE AUTO SALES & SERVICE INC.,,0
6288,JUBILEE FORD SALES (1983) LTD,,0
6289,SASKATOON MITSUBISHI LTD.,,0
6290,102067679 SASKATCHEWAN LTD,NORTH BATTLEFORD HYUNDAI,0
6292,DISCOVERY FORD SALES LTD.,DISCOVERY FORD SALES HUMBOLDT,0
6293,NOVLAN BROS. SALES PARTNERSHIP ,,0
6294,NOVLAN BROS. SALES PARTNERSHIP (LLOYDMINSTER),,0
6295,NOVLAN BROS. SALES PARTNERSHIP (NORTH BATTLEFORD),,0
6296,NOVLAN BROS. SALES PARTNERSHIP (PARADISE HILL),,0
6297,NOVLAN BROS SALES PARTNERSHIP (LLOYDMINSTER) HUB,,0
6298,MOBIL 1,,0
6299,MOBIL 1,,0
6318,J.J. STEWART MOTORS LTD.,,0
6319,417 AUTOMOTIVE IMPORTS INC.,THE CAR CLUB AND AUTOS ONLINE,0
6320,SAFETYNET AUTOMOTIVE FINANCE,,0
6321,LEISURE MART AND RV CANADA CORPORATION,RV CANADA POWERSPORTS - PRINCE OF WALES,0
6322,VANCE MOTORS LIMITED,,0
6332,BUD RIER CHEVROLET LTD.,,0
6338,BAYVIEW AUTO SALES LTD.,,0
6342,PETERBOROUGH CHRYSLER PLYMOUTH LTD.,,0
6343,CAMPBELLFORD CHRYSLER LTD.,,0
6344,PETERBOROUGH MITSUBISHI,,0
6347,KIA SUDBURY MOTORS,,0
6348,NORTH BAY CHRYSLER DODGE JEEP RAM LTD.,,0
6353,WEST CITY MOTORS (BELLEVILLE) LIMITED,,0
6359,TRANS-CANADA CHRYSLER,,0
6362,OWEN SOUND HYUNDAI,,0
6364,OWEN SOUND SUBARU,,0
6367,TORONTO HYUNDAI,,0
6368,HYUNDAI OF OAKVILLE,,0
6369,1445606 ONTARIO INC.,OWEN SOUND KIA,0
6373,ALLROADS DODGE CHRYSLER JEEP LIMITED,,0
6382,PATTERSON CHRYSLER JEEP,,0
6383,WINDSOR HONDA,,0
6384,GOODWILLS USED CARS,,0
6385,WILLIAM MCKEOWN MOTOR SALES LIMITED,MCKEOWN CHRYSLER DODGE JEEP RAM,0
6392,SUBARU OF MISSISSAUGA,,0
6396,Airport Kia ,,0
6398,ALLOY COLLISION CENTRE,,0
6399,STANDARD IMPORTS LTD.,STANDARD NISSAN,0
6406,CAMPBELL DODGE CHRYSLER LTD.,,0
6408,ALLAN DALE INDUSTRIES,,0
6409,ALBERTA TRUCK AND AUTO LIQUIDATORS,,0
6411,VOLKSWAGEN MEDICINE HAT,,0
6412,WHOLESALE TRAILERS OF ALBERTA LTD.,,0
6419,HINO CENTRAL,,0
6420,PRECISION MOTORS LTD.,PRECISION HYUNDAI,0
6422,EDMONTON TRAILER SALES AND LEASING LTD.,,0
6426,Edson Chrysler Dodge Jeep Ltd. ,,0
6431,BIG LAKES DODGE LTD. SLAVE LAKE,,0
6434,STEPHANI MOTORS,,0
6438,RIDERS CONNECTION - COLD LAKE,,0
6446,MCWILLIAM AUTO APPRAISAL,,0
6451,WESTRIDGE BUICK GMC LTD.,,0
6453,COLLEGE PARK MOTOR PRODUCTS LTD.,,0
6458,MARTIN CHRYSLER,,0
6459,ROYAL OAK NISSAN,,0
6467,COCHRANE DODGE CHRYSLER ,,0
6470,SPRINGBANK COLLISION LTD.,CARSTAR SPRINGBANK,0
6472,STETTLER DODGE LTD.,,0
6473,PRAIRIE SKY RV,,0
6478,MURRAY CHEVROLET CADILLAC LETHBRIDGE LTD PARTNERSHIP,,0
6481,SILVERZINC MOTORS,,0
6483,EDMONTON TRAILER SALES AND LEASING,,0
6490,RIDERS CONNECTION - BONNYVILLE,,0
6491,NORTHSTAR CHRYSLER INC.,,0
6492,NORTHSTAR CHRYSLER INC.,,0
6493,CAMPBELL MCLENNAN CHRYSLER,,0
6494,WEBB'S FORD LTD.,,0
6497,1208413 AB LTD. DBA SCOTT SUBARU,SCOTT SUBARU,0
6498,South Fort Chevrolet Ltd,,0
6509,JENNER CHEVROLET BUICK GMC LTD.,,0
6510,Kootenay Chrysler Dodge Jeep Ram Ltd,,0
6511,GLACIER HONDA,,0
6512,ALANCAR HOLDINGS LTD.,CAMPBELL RIVER HYUNDAI,0
6514,RED OVAL HOLDINGS LTD.,COURTENAY KIA,0
6515,HINO CENTRAL FRASER VALLEY,,0
6518,0851845 B.C LTD.,VERNON KIA,0
6519,VANCOUVER ISLAND AUTO SALES LTD,HARRIS KIA,0
6522,0702920 B.C. LTD,HARRIS MAZDA,0
6523,THORNHILL MOTORS LTD,,0
6526,TAG AUTOMOTIVE INC.,ABBOTSFORD HYUNDAI ,0
6531,BRABY MOTORS,,0
6534,METRO CHRYSLER LTD.,,0
6536,RHYAN LEASING INC,,0
6538,MURRAY MOTORS FORT ST. JOHN LTD.,MURRAY CHEVROLET PONTIAC BUICK GMC,0
6539,COMOX VALLEY RV LTD.,,0
6540,COAST MOUNTAIN CHEVROLET BUICK GMC LTD,,0
6541,MURRAY HYUNDAI WHITE ROCK,,0
6543,ABBOTSFORD CHRYSLER,,0
6544,0917068 BC LTD,KELOWNA HYUNDAI,0
6546,CAMPBELL RIVER RV LTD.,CAMPBELL RIVER RV LTD.,0
6550,COMPANY OF CARS,,0
6552,HARRIS VICTORIA CHRYSLER DODGE JEEP RAM LTD,,0
6553,HILLCREST HYUNDAI,,0
6554,ARROW MOTORS,,0
6555,SUBARU OF CRANBROOK,,0
6560,1283033 ALBERTA LTD.,CRANBROOK DODGE,0
6561,TURNER VOLKSWAGEN NC.,,0
6562,BUY DIRECT - HISTORICAL,,0
6565,FERNIE FORD SALES LTD (SITE 2),,0
6566,GALAXY MOTORS LANGFORD,,0
6567,GUSTAFSON'S DODGE CHRYSLER JEEP LTD.,,0
6568,GUSTAFSON'S KIA,,0
6569,LANGLEY FIAT,,0
6570,1950040 ALBERTA LTD,CRANBROOK KIA,0
6571,NORTH ISLAND NISSAN LTD.,,0
6572,O'CONNOR MOTORS LTD.,,0
6573,O'CONNOR RV CENTRE LTD,,0
6574,GALAXY MOTORS NANAIMO,,0
6575,FRONTIER CHRYSLER DODGE JEEP RAM LTD.,FRONTIER CHRYSLER DODGE JEEP RAM LTD,0
6576,TAG MOTOR CARS LTD.,WHITE ROCK VOLKSWAGEN,0
6577,VALLEY MITSUBISHI,,0
6578,DUNCAN HYUNDAI,,0
6579,RIDE N STYLE AUTO ACCESSORIES,,0
6580,STRAIGHTLINE CHEVROLET BUICK GMC LTD,STRAIGHTLINE CHEVROLET,0
6581,MACCARTHY MOTORS (PRINCE RUPERT) LTD.,,0
6582,MAPLE RIDGE HYUNDAI,,0
6584,NELSON CHEVROLET BUICK GMC LTD.,,0
6585,NELSON CHEVROLET BUICK GMC LTD.,,0
6586,SPARWOOD FLEET REPAIR,,0
6588,MURRAY AUTO SALES CHILLIWACK LTD. ,MURRAY MAZDA CHILLIWACK,0
6590,VAN EMPEL FINANCIAL TRUCK CENTRE,,0
6592,MURRAY CHEVROLET BUICK GMC MERRITT LIMITED PARTNERSHIP,,0
6593,BIG BEAN HOLDINGS LTD.,AUDI KELOWNA,0
6594,NANAIMO MITSUBISHI,,0
6596,GALAXY MOTORS LANGLEY,,0
6597,GALAXY MOTORS COURTENAY,,0
6598,DENHAM FORD (B.C.) LTD.,,0
6599,1035488 BC LTD,AUGUST LUXURY MOTORCARS,0
6602,MCKEOWN MOTORS LIMITED,JIM THOMPSON CHRYSLER DODGE JEEP,0
6604,SCARBORO SUBARU,,0
6605,SCARBORO KIA,,0
6606,SCARBORO SUZUKI,,0
6611,MARKHAM SUBARU,,0
6615,MONTGOMERY FORD - LUCKNOW,,0
6616,MONTGOMERY FORD - KINCARDINE,,0
6621,GLASSFORD CHRYSLER DODGE JEEP RAM LIMITED,,0
6622,COX QUALITY CARS AND RV,,0
6624,LAKE HURON CHRYSLER,,0
6625,ERIN DODGE CHRYSLER LTD.,,0
6626,HANOVER CHRYSLER DODGE JEEP,,0
6627,Mark Wilson's Better Used Cars,,0
6629,DENNIS SEARLES CHEVROLET LTD,,0
6631,MARK WILSON'S BETTER USED CARS RETAIL,,0
6632,401 AUTO RV CANADA INC.,,0
6633,BEATTIE CHRYSLER DODGE JEEP RAM LTD.,,0
6634,MARIGOLD FORD LINCOLN SALES LTD,,0
6637,1527619 Ontario Limited,WHITBY MAZDA,0
6638,A.M.L. HOLDINGS LTD,WOODGROVE CHRYSLER,0
6639,WILLIAMSON CHRYSLER LTD,,0
6641,LESLIE FORD - WALKERTON,,0
6642,WEST CITY POWERSPORTS,,0
6646,LESLIE FORD - HARRISTON,,0
6647,LESLIE FORD - WINGHAM,,0
6648,1380878 Ontario Inc. ,KIA NORTH BAY,0
6649,MISSION MOTORS,,0
6652,ORLEANS RV,,0
6654,PORT ELGIN CHRYSLER,,0
6663,SUBARU OF LONDON,,0
6665,LANGE & FETTER MOTORS LTD.,,0
6666,Arthur Chrysler Dodge Jeep Ltd,,0
6667,Arthur Chrysler Sales & Leasing,,0
6668,SUDBURY HYUNDAI,,0
6669,PRINGLE FORD,,0
6671,Midland Chrysler Dodge Jeep Ram Ltd.,,0
6672,PAG 70 INC.,HUNTSVILLE CHRYSLER DODGE JEEP RAM,0
6673,PAG 72 INC.,HUNTSVILLE HONDA,0
6674,PAG 71 INC.,HYUNDAI OF MUSKOKA,0
6676,Carloft.ca,,0
6677,MCCURDY CHEVROLET BUICK GMC LTD.,,0
6678,417 RV,,0
6681,SELINA'S STUDIO,,0
6682,TOWNE AUTOMOTIVE OF BRACEBRIDGE INC.,MUSKOKA KIA,0
6683,2423415 ONTARIO INC. DBA WOODSTOCK NISSAN,WOODSTOCK NISSAN,0
6689,SUPERIOR NISSAN,,0
6692,ORILLIA DODGE CHRYSLER,,0
6695,STAUFFER MOTORS LIMITED,,0
6696,ST. CATHARINES MAZDA,,0
6697,LALLY FORD SALES LTD,,0
6698,LALLY SOUTHPOINT FORD,,0
6699,LALLY KIA,,0
6701,GARY MOE MAZDA LETHBRIDGE,,0
6702,LETHBRIDGE TRUCK TOWN,,0
6703,SLAVE LAKE CHRYSLER DODGE JEEP RAM LTD.,,0
6705,EAGLE RIVER CHRYSLER LTD.,,0
6707,LEGACY FORD PONOKA,,0
6708,LEGACY FORD RIMBEY,,0
6711,HINO CENTRAL CALGARY,,0
6712,TRUE NORTH POWERSPORTS LTD.,,0
6713,CAMROSE CHRYSLER,,0
6714,NATIONAL AUTO OUTLET,,0
6718,HINO CENTRAL FORT MCMURRAY,,0
6720,DAYTONA AUTOMOTIVE GROUP INC,,0
6721,937772 ALBERTA LTD.,STRAIGHTLINE KIA MEDICINE HAT,0
6722,MADDIGAN CHRYSLER DODGE JEEP RAM LTD.,,0
6725,CANMORE CHRYSLER DODGE JEEP RAM LTD.,,0
6727,PATRICIA FORD SALES (1994) LTD.,,0
6729,FOURLANE FORD SALES LTD.,,0
6730,CHAMPION FORD LTD.,,0
6731,ALLAN-DALE EDMONTON,,0
6732,LEGACY DODGE CLARESHOLM,,0
6733,LEGACY DODGE TABER,,0
6735,CSL FORD SALES LTD.,,0
6736,BRENTRIDGE FORD LIMITED,,0
6737,ASPEN FORD SALES LTD.,,0
6738,WINDSOR MOTORS (1975) LTD.,,0
6739,WINDSOR MOTORSPORTS,,0
6740,SUN CITY FORD LTD.,,0
6741,LETHBRIDGE KIA,,0
6742,FIX AUTO MEDICINE HAT,,0
6743,1646262 ALBERTA LIMITED,DRIVE FINANCIAL,0
6745,1865217 ALBERTA LTD.,ADRENALIN MOTORS,0
6748,WINDSOR AUTOBODY,,0
6750,GARY MOE CHRYSLER DODGE JEEP RAM,,0
6751,AUTO XTRAS LTD.,,0
6752,BANNISTER POWERSPORTS GP LTD,GP MOTORSPORTS,0
6753,STRAIGHTLINE CHRYSLER DODGE JEEP RAM INC. ,STRAIGHTLINE CHRYSLER DODGE,0
6754,LAMB FORD SALES LTD.,,0
6755,1939650 ALBERTA LTD. DBA ST. PAUL CHRYSLER DODGE JEEP RAM,ST. PAUL CHRYSLER DODGE JEEP RAM,0
6756,REVOLUTION MAZDA,,0
6757,REVOLUTION KIA,,0
6758,REVOLUTION CHEVROLET BUICK GMC,,0
6760,WESTLOCK FORD (2016) LTD,,0
6761,WESTERN AUTO & IMPORTS,,0
6762,WESTERN TRUCK FARM,,0
6771,195448 AB LTD,BIG ROCK CHRYSLER DODGE JEEP RAM (2016) LTD.,0
6772,DENHAM FORD SALES LTD,DENHAM FORD SALES LTD.,0
6775,HIGH COUNTRY CHEVROLET BUICK GMC LTD.,HIGH COUNTRY CHEVROLET BUICK GMC LTD.,0
6778,GARY MOE HYUNDAI,,0
6779,GARY MOE MAZDA,,0
6780,GARY MOE VOLKSWAGEN,,0
6787,MH Motor Products Ltd.,Medicine Hat Nissan,0
6791,BROWNS CHRYSLER DODGE JEEP RAM LTD.,BROWNS CHRYSLER DODGE JEEP RAM LTD.,0
6794,Grant Miller Chevrolet Buick GMC Ltd.,Grant Miller Chevrolet Buick GMC Ltd.,0
6797,DEVON CHRYSLER DODGE JEEP RAM 2017 LTD.,,0
6798,1941620 ALBERTA LTD DBA STRAIGHTLINE KIA,STRAIGHTLINE KIA,0
6799,1965135 ALBERTA LTD O/A LEDUC HYUNDAI,LEDUC HYUNDAI,0
6800,TILBURY CHRYSLER,,0
6801,VICTORY FORD LINCOLN SALES LTD.,,0
6803,TWIN HILLS FORD LINCOLN LIMITED,,0
6804,LAKESHORE AUTO SALES,,0
6805,PROGRESSIVE FORD SALES LTD.,,0
6806,MCALPINE FORD LINCOLN SALES LTD,,0
6807,1000220108 ONTARIO LTD.,HUNTER FORD SALES,0
6808,ST. MARYS FORD SALES LTD.,,0
6809,A & B FORD SALES LTD.,,0
6810,A & B FORD SALES LTD. ,,0
6811,REVELL MOTOR SALES LTD.,,0
6812,NORTH BAY CYCLE AND SPORTS (2015) INC.,,0
6813,PETRIE FORD SALES (KINGSTON) LTD.,,0
6814,HANNA MOTOR SALES CO. LIMITED,,0
6815,BILL HOUSTON FORD LTD,LEGGAT STOUFFVILLE FORD,0
6816,G. FIGLIOMENI & SONS INC,,0
6817,BLACKSTOCK FORD LINCOLN SALES LTD.,,0
6818,MOYNES FORD SALES LTD,,0
6819,RIDGEWOOD FORD SALES LTD.,,0
6820,MOTOR CITY CHRYSLER DODGE JEEP RAM,,0
6821,FINES FORD LINCOLN SALES AND SERVICE LTD.,,0
6822,BAD DOG,,0
6823,TIMBERLAND FORD INC.,,0
6824,NORTH SHORE FORD INC.,,0
6825,GUAY'S GARAGE LIMITED,,0
6826,TAYLOR FORD (SCUGOG) INC.,,0
6827,,,0
6828,Bourgeois Motors Ltd.,,0
6829,CAMBRIDGE FORD LIMITED,CAMBRIDGE FORD,0
6830,BOYER FORD (STIRLING) LTD.,,0
6831,WILLS CHEVROLET BUICK GMC LTD.,,0
6832,Brock Ford Sales Inc.,,0
6833,MOHAWK FORD SALES (1996) LIMITED,,0
6834,1019554 ONTARIO LTD. O/A CARDINAL KIA,CARDINAL KIA,0
6835,REAUME CHEVROLET LTD,REAUME CHEVROLET BUICK GMC,0
6837,LARRY RENAUD'S GARAGE LTD ,,0
6838,NEW ROADS AUTOMOTIVE GROUP LTD,NEW ROADS CHEVROLET CADILLAC BUICK GMC,0
6840,RHS MOTORS INC,RICHMOND HILL SUBARU,0
6841,2438887 ONTARIO INC,NEW ROADS MAZDA,0
6842,GREAVETTE CHEVROLET BUICK CADILLAC GMC LTD.,,0
6844,1404726 ONTARIO INC.,SUBARU OF MUSKOKA,0
6845,EDMONDS CHEVROLET BUICK GMC LTD,,0
6846,Toronto Smart Cars Ltd.,CarHub North York Chrysler,0
6847,Caledon Chrysler Jeep Dodge Ram Inc.,CarHub Caledon Chrysler,0
6848,1680920 ONTARIO INC,REXDALE HYUNDAI,0
6849,PROGRESSIVE AUTO SALES SARNIA INC.  ,PROGRESSIVE AUTO SALES SARNIA INC.  ,0
6850,982874 ONTARIO LTD.,MISSISSAUGA HYUNDAI,0
6851,WEST END MOTORS (FORT FRANCES) INCORPORATED,WEST END MOTORS (FORT FRANCES) INCORPORATED,0
6852,MURPHY FORD SALES LIMITED.,MURPHY FORD SALES LIMITED.,0
6854,1208812 Ontario Inc.,Timmins Honda,0
6855,Redco Auto Credit Ltd,PAYLESS AUTO,0
6857,GORD ANDERSON AUTOMOTIVE GROUP INC.,,0
6858,2226960 Ontario Inc.,GORD ANDERSON KIA AND GORD ANDERSON HINO,0
6859,NIAGARA CHRYSLER DODGE JEEP RAM INC.,NIAGARA CHRYSLER DODGE JEEP RAM INC.,0
6860,100679046 Ontario Inc.,Wilson Ford Limited,0
6861,FOCH LEASING,FOCH LEASING,0
6863,Dominion Motors (Thunder Bay) 1984 Ltd.,Dominion Motors (Thunder Bay) 1984 Ltd.,0
6864,A & D Brennen Motor Sales & Service Ltd.,BRENNEN FORD,0
6865,Pinewood Ford Ltd.,,0
6867,Concept Ford Inc.,,0
6868,2536936 Ontario Ltd.,Tillsonburg Kia,0
6869,,,0
6870,Lincoln Heights Ford Sales Limited,,0
6871,Menzies Chrysler Inc.,,0
6872,Robinson Buick GMC Ltd.,,0
6873,959161 Ontario Inc.,SAM'S CHRYSLER DODGE JEEP RAM,0
6877,RIVERSIDE CHEVROLET BUICK GMC LTD.,,0
6880,2456336 ONTARIO INC. DBA NEW ROADS SUBARU NEWMARKET,NEW ROADS SUBARU NEWMARKET,0
6882,ARNPRIOR CHRYSLER LTD.,,0
6883,WILLIAMSON LEASING,,0
6884,BUSTARD BROTHERS LIMITED DBA BUSTARD CHRYSLER WATERLOO,BUSTARD CHRYSLER - WATERLOO,0
6885,BUSTARD BROTHERS LIMITED DBA BUSTARD CHRYSLER LISTOWEL,BUSTARD CHRYSLER - LISTOWEL,0
6886,1409071 ONTARIO LIMITED O/A TRENTO KIA,TRENTO KIA,0
6888,401 AUTO RV CANADA - BARRIE,,0
6889,TEMAGAMI MARINE,,0
6890,401 AUTO RV CANADA - PETERBOROUGH,,0
6891,401 AUTO RV CANADA - LONDON,,0
6892,1409071 ONTARIO LIMITED,TRENTO KIA - 2ND SITE,0
6893,1202894 ONTARIO INC.,EDWARDS MAZDA,0
6894,DRIVE LEASING CORPORATION,DRIVE LEASING ,0
6895,LISTOWEL FORD,,0
6896,2584987 Ontario Limited,Hwy 11 Dodge Chrysler Jeep,0
6897,ECONOMY WHEELS LTD.,ECONOMY WHEELS NISSAN,0
6899,2567383 ONTARIO INC.,KIA YORKDALE,0
6902,Sunrise Ford Sales Ltd.,,0
6903,MURRAY MOTOR SALES ABBOTSFORD LIMITED - PARTNERSHIP,MURRAY KIA ABBOTSFORD,0
6904,STEVE MARSHALL FORD LINCOLN LTD.,,0
6906,KAWEN HOLDINGS LTD ,ISLAND OWL MAZDA,0
6907,FAMILY FORD,,0
6908,STEVE MARSHALL MOTORS (1996) LTD.,,0
6909,MAINLAND FORD LTD.,,0
6910,VERSATILE LEASING,,0
6911,HOSKINS FORD SALES LTD.,,0
6912,LIKE NEW CAR CARE,,0
6913,SOUTH COAST FORD SALES LTD.,,0
6914,MELODY MOTORS LTD.,,0
6915,BASANT MOTORS LTD.,,0
6918,HARE MOTORS LTD.,,0
6919,KAMLOOPS FORD LINCOLN LTD.,,0
6920,E277 HOLDINGS INC. O/A KAMLOOPS KIA,KAMLOOPS KIA,0
6921,W520 HOLDINGS LTD. O/A KAMLOOPS MAZDA,KAMLOOPS MAZDA,0
6922,DEARBORN MOTORS LTD,DEARBORN FORD,0
6923,MURRAY AUTO GROUP PENTICTON LTD,MURRAY BUICK GMC,0
6925,REVOLUTION HONDA,,0
6926,LAKE CITY FORD SALES INC.,,0
6927,REVOLUTION ARCTIC CAT,,0
6928,1079259 BC LTD.,TRI CITY MITSUBISHI,0
6929,BC Auto Centre,,0
6932,GALAXY MOTORS,GALAXY MOTORS DUNCAN,0
6933,JACOBSON FORD SALES LTD.,JACOBSON FORD SALES LTD.,0
6934,JACOBSON FORD SALES REVELSTOKE,JACOBSON FORD SALES REVELSTOKE,0
6935,Snow Valley Ford Sales,,0
6936,Terrace Totem Ford Sales Ltd,,0
6937,NORMS AUTO REFINISHING LTD.,,0
6938,1089362 BC LTD,HALEY DODGE SUNSHINE COAST,0
6939,WESTERN AUTO SERVICES,,0
6940,NATIONWIDE LEASING,,0
6941,Sunrise Vehicle Sales LTD.,RIVERSHORE RAM CHRYSLER DODGE JEEP,0
6943,MARINE CHRYSLER DODGE JEEP LTD.,,0
6944,ALFA ROMEO FIAT OF VANCOUVER,,0
6946,1101238 BC Ltd ,WOLFE ALL MAKE SALES AND LEASE,0
6947,MURRAY AUTO GROUP CHILLIWACK LTD.,MURRAY HONDA CHILLIWACK,0
6948,482230 BC LTD HOLDING COMPANY,,0
6949,JOHNSTON'S HOLDINGS LTD.,,0
6950,681623 BC LTD (2002),,0
6972,1996860AB LIMITED,,0
6973,DUECK CHEVROLET BUICK CADILLAC GM,DUECK ON MARINE,0
6974,DUECK CHEVROLET BUICK CADILLAC GMC,DUECK GM MARINE,0
6975,DUECK DOWNTOWN CHEVROLET BUICK GMC,DUECK DOWNTOWN,0
6976,DUECK RICHMOND CHEVROLET BUICK GMC,DUECK RICHMOND,0
6977,0731534 BC LIMITED,SUKHI BATH MOTORS,0
6978,DUECK ISUZU TRUCKS VANCOUVER LIMITED,,0
6979,STRAIGHTLINE RV & MARINE LTD,STRAIGHTLINE RV & MARINE,0
6982,NANAIMO CHRYSLER DODGE JEEP RAM,NANAIMO CHRYSLER,0
6983,1118388 BC LTD,PENTICTON NISSAN,0
6984,JACK CARTER NORTH STAR CHEVROLET BUICK GMC LTD.,,0
6985,JACK CARTER NORTH STAR CHEVROLET BUICK GMC LTD.,,0
6987,GALAXY MOTORS,GALAXY RV DUNCAN,0
6990,EDM INVESTMENTS LTD.,TITANIUM FORD,0
6995,1140010 BC LTD,SUBARU OF CRANBROOK,0
6997,PRESTON CHEVROLET BUICK GMC CADILLAC LTD,,0
7014,LEISURE DAYS INC.- AYR,,0
7019,LEISURE DAYS RV CENTRE - SMITHS FALLS,,0
7028,MASCOTTO'S MARINE LTD.,,0
7035,POWERSPORTS CANADA INC.,,0
7037,LEISURE DAYS RV CENTRE - BUCKINGHAM,,0
7039,LEISURE DAYS RV CENTRE - PEMBROKE,,0
7052,,,0
7053,LEISURE DAYS RV CENTRE - TRURO,,0
7063,CRC RV CENTRE - MONCTON,,0
7064,CRC RV CENTRE (TRURO),,0
7068,LEISURE DAYS RV CENTRE - MONCTON,,0
7070,BARRIE H LP,BARRIE HONDA,0
7071,CAMCO A LP,CAMCO ACURA,0
7072,ONTARIO H LP,ONTARIO HYUNDAI,0
7073,MENDES T LP ,BANK STREET TOYOTA,0
7074,CIVIC M LP ,CIVIC MOTORS HONDA,0
7075,401 AUTO RV CANADA INC.,,0
7076,ALPHA AUTO GROUP - HEAD OFFICE,,0
7077,ORLEANS H LP ,ORLEANS HONDA,0
7078,OGILVIE S LP ,OGILVIE SUBARU,0
7079,2798079 ONTARIO LIMITED,SUDBURY MITSUBISHI,0
7080,SCHERER CHEVROLET BUICK GMC LTD.,,0
7081,SCHERER LEASING INC.,,0
7100,STEELE COLLISION CENTER - BAYERS LAKE,,0
7101,STEELE COLLISION CENTER - DARTMOUTH,,0
7102,PORTLAND STREET COLLISION - STEELE,,0
7103,3025052 NOVA SCOTIA LTD,VOLVO CARS HALIFAX ,0
7104,3025052 NOVA SCOTIA LTD.,PORSCHE OF HALIFAX,0
7105,VIOLETTE MOTORS LTD.,,0
7107,3025052 NOVA SCOTIA LTD.,JAGUAR LAND ROVER HALIFAX,0
7108,3025052 NOVA SCOTIA LTD,JAGUAR LAND ROVER HALIFAX ,0
7111,3249460 NOVA SCOTIA LIMITED DBA STEELE CHEVROLET BUICK GMC Cadillac,STEELE CHEVROLET BUICK GMC CADILLAC,0
7112,WOOD MOTORS (1972) LIMITED,,0
7113,JIM PENNEY LTD. DBA KELLY FORD,KELLY FORD - GANDER,0
7114,KELLY FORD - GRAND FALLS,,0
7115,TREVORS NISSAN LTD.,,0
7116,CAPITAL FORD LINCOLN LIMITED,CAPITAL FORD LINCOLN,0
7117,CABOT COLLISION CENTER,,0
7118,CABOT QUICKLANE,,0
7119,3188192 Nova Scotia Incorporated,Landry Auto Group,0
7121,Bruce N-K Limited,BRUCE NISSAN OF KENTVILLE,0
7122,Lake View Auto,,0
7123,GRANT ENTERPRISES LIMITED,PARKWAY HYUNDAI,0
7124,219 AUTOMOTIVE INC.,MACPHEE FORD,0
7125,3244728 NOVA SCOTIA LTD.,STEELE HALIFAX CHRYSLER DODGE JEEP RAM,0
7126,Berwick Used Car Centre,,0
7127,3299874 Nova Scotia Ltd. ,902 Auto Sales,0
7129,3291625 NS LTD.,COLONIAL HONDA,0
7130,3041518 Nova Scotia Ltd,COLONIAL COLLISION CENTRE,0
7131,Hillside Nissan,Fredericton Nissan,0
7132,Violette Ford (2016) Inc.,,0
7133,3302776 Nova Scotia Ltd.,Bridgewater Honda,0
7134,3302776 Nova Scotia Ltd. ,Bridgewater Honda Powerhouse,0
7135,3302775 Nova Scotia Limited oa South Shore Chevrolet Buick GMC,South Shore Chevrolet Buick GMC,0
7136,South Shore GM Liverpool,,0
7137,CLARKE MOTORS PEI LTD.,CENTENNIAL NISSAN OF SUMMERSIDE,0
7138,PLAZA FORD SALES LIMITED,,0
7139,WINDJAMMER FAIRWAY HONDA,FAIRWAY HONDA,0
